null,mode,stage,wave,enemy_type,count,formation_type,hp_multiplier,attack_multiplier,player_exp,gold,enchantment_shard_count
null,Normal,1,1,ZombieMan,20,SCATTER,0.25,0.25,1000,2200,2
null,Normal,1,2,ZombieMan,25,SCATTER,0.4,0.4,1050,2400,2
null,Normal,1,3,ZombieMan,30,SCATTER,0.5,0.5,1100,2600,2
null,Normal,1,4,ZombieMan,35,SCATTER,0.6,0.6,1150,2800,2
null,Normal,1,5,ZombieMan,20,SCATTER,0.7,0.7,1200,3000,2
null,Normal,1,5,ZzangDoleZombie,10,LINE_LEFT,0.8,0.8,1200,3000,2
null,Normal,1,5,ZombieBoss,1,BOSS_LEFT,1,0.8,1200,3000,2
null,Normal,1,6,ZombieMan,35,SCATTER,1.275,0.9,1250,3200,2
null,Normal,1,7,ZombieMan,35,SCATTER,1.35,0.95,1300,3400,2
null,Normal,1,8,ZombieMan,40,WAVE_PATTERN,1.45,1,1350,3600,2
null,Normal,1,9,ZombieMan,45,WAVE_PATTERN,1.5,1.1,1400,3800,2
null,Normal,1,10,ZombieMan,30,WAVE_PATTERN,1.53,1,1450,4000,3
null,Normal,1,10,ZzangDoleZombie,10,LINE_LEFT,1.5,1,1450,4000,3
null,Normal,1,10,ZzangDoleZombieBoss,1,BOSS_LEFT,1.5,1.1,1450,4000,3
null,Normal,1,10,ZombieBoss,1,BOSS_RIGHT,2,1,1450,4000,3
null,Normal,1,11,ZzangDoleZombie,10,LINE_LEFT,2,1,,
null,Normal,1,11,ZombieMan,30,LINE_CENTER,2,2,,
null,Normal,1,11,ZombieWoman,30,LINE_RIGHT,2,2,,
null,Normal,1,12,ZzangDoleZombie,10,LINE_LEFT,2,1,,
null,Normal,1,12,ZombieMan,27,FRONT_LINE,2.1875,2.3125,,
null,Normal,1,12,ZombieWoman,27,BACK_LINE,2.3125,2.1875,,
null,Normal,1,13,ZzangDoleZombie,10,LINE_LEFT,2,1,,
null,Normal,1,13,ZombieMan,32,LINE_LEFT,3.125,1.625,,
null,Normal,1,13,ZombieWoman,32,LINE_RIGHT,1.625,3.125,,
null,Normal,1,14,ZzangDoleZombie,10,LINE_LEFT,2,1,,
null,Normal,1,14,ZombieMan,20,TRIANGLE,3.75,1.375,,
null,Normal,1,14,ZombieWoman,70,SCATTER,2,2.375,,
null,Normal,1,15,ZzangDoleZombie,10,LINE_LEFT,2,1,,
null,Normal,1,15,ZombieBoss,1,BOSS_LEFT,10,6.25,,
null,Normal,1,15,PushZombie,10,SCATTER,2,2,,
null,Normal,1,15,ZombieMan,35,GUARD_FORMATION,1.75,2.5,,
null,Normal,1,15,ZombieWoman,35,SCATTER,1.75,2.5,,
null,Normal,1,16,ZombieMan,25,FRONT_LINE,2.875,1.875,,
null,Normal,1,16,ZombieWoman,25,BACK_LINE,2.5,2.25,,
null,Normal,1,16,ZombieWoman,45,SCATTER,1.875,2.5,,
null,Normal,1,17,ZombieMan,38,LINE_CENTER,3.125,2,,
null,Normal,1,17,ZombieWoman,38,SCATTER,2.75,2.375,,
null,Normal,1,18,ZombieWoman,52,SCATTER,2.5,2.75,,
null,Normal,1,19,ZombieMan,26,LINE_LEFT,3.375,2.25,,
null,Normal,1,19,ZombieWoman,26,LINE_CENTER,2.875,2.625,,
null,Normal,1,19,ZombieMan,26,LINE_RIGHT,3.375,2.25,,
null,Normal,1,20,ZombieBoss,1,BOSS_RIGHT,11.25,16.875,,
null,Normal,1,20,ZombieMan,26,SCATTER,3.75,2.375,,
null,Normal,1,20,ZombieWoman,26,DIAMOND,3.75,3.5,,
null,Normal,1,21,ZombieMan,40,SCATTER,3.75,3.75,,
null,Normal,1,22,ZombieMan,50,SCATTER,3.75,3.75,,
null,Normal,1,23,ZombieMan,64,SCATTER,3.75,3.75,,
null,Normal,1,24,ZombieMan,82,SCATTER,3.75,3.75,,
null,Normal,1,25,ZombieBoss,1,BOSS_RIGHT,3.5,3.5,,
null,Normal,1,25,ZombieMan,104,SCATTER,3.75,3.75,,
null,Normal,1,25,ZombieBoss,1,BOSS_LEFT,3.5,3.5,,
null,Normal,1,26,ZombieMan,64,SCATTER,4.78125,4.78125,,
null,Normal,1,27,ZombieMan,68,SCATTER,5.0625,5.0625,,
null,Normal,1,28,ZombieMan,40,SCATTER,5.4375,5.4375,,
null,Normal,1,28,ZombieMan,35,WAVE_PATTERN,5.4375,5.4375,,
null,Normal,1,29,ZombieMan,65,SCATTER,5.625,5.625,,
null,Normal,1,29,ZombieMan,35,WAVE_PATTERN,5.625,5.625,,
null,Normal,1,30,ZombieMan,50,SCATTER,5.7375,5.7375,,
null,Normal,1,30,ZombieBoss,1,BOSS_RIGHT,5,5,,
null,Normal,1,30,ZombieMan,30,WAVE_PATTERN,5.7375,5.7375,,
null,Normal,1,30,ZombieBoss,1,BOSS_LEFT,5,5,,
null,Normal,1,30,ZombieMan,50,SCATTER,5.7375,5.7375,,
null,Normal,1,31,ZombieMan,60,LINE_LEFT,6,6,,
null,Normal,1,31,ZombieWoman,60,LINE_RIGHT,6,6,,
null,Normal,1,32,ZombieMan,54,FRONT_LINE,6.5625,6.9375,,
null,Normal,1,32,ZombieWoman,54,BACK_LINE,6.9375,6.5625,,
null,Normal,1,33,ZombieMan,64,LINE_LEFT,9.375,4.875,,
null,Normal,1,33,ZombieWoman,64,LINE_RIGHT,4.875,9.375,,
null,Normal,1,34,ZombieMan,20,TRIANGLE,11.25,4.125,,
null,Normal,1,34,ZombieWoman,140,SCATTER,9,5.125,,
null,Normal,1,35,ZombieBoss,1,BOSS_RIGHT,7.5,7.5,,
null,Normal,1,34,ZombieWoman,150,SCATTER,6,7.125,,
null,Normal,1,35,ZombieBoss,1,BOSS_LEFT,7.5,7.5,,
null,Normal,1,35,ZombieMan,70,GUARD_FORMATION,5.25,7.5,,
null,Normal,1,35,ZombieWoman,70,SCATTER,5.25,7.5,,
null,Normal,1,36,ZombieMan,60,FRONT_LINE,8.625,5.625,,
null,Normal,1,36,ZombieWoman,60,BACK_LINE,7.5,6.75,,
null,Normal,1,37,ZombieMan,70,LINE_CENTER,5.625,7.5,,
null,Normal,1,37,ZombieWoman,52,SCATTER,9.375,6,,
null,Normal,1,38,ZombieWoman,52,SCATTER,8.25,7.125,,
null,Normal,1,39,ZombieMan,96,LINE_LEFT,7.5,8.25,,
